estado_empresa,cnae_empresa,capital_empresa,processos_judiciais_empresa,idade_empresa,socios_empresa,fornecedor_empresa
PE,4322301,157075,0,17,2,CABL951
SE,2731700,734325,0,4,4,MEL789
AL,3313901,346059,0,10,1,MEL789
SC,7112000,269164,0,20,4,JJF753
AP,3511501,362876,0,2,2,FOO456
SE,4221902,859839,0,18,1,XPTO123
DF,4673700,399074,4,20,2,FOO456
BA,4322302,838008,3,17,1,JJF753
CE,4669999,729126,0,16,2,MEL789
PE,4321500,103717,1,9,3,JJF753
GO,3321000,198475,1,14,4,CABL951
MT,2821601,951562,2,14,3,XPTO123
SP,4669901,656081,2,9,3,FOO456
RN,3321000,381541,0,6,3,MEL789
ES,4322303,786793,0,13,2,XPTO123
AL,2821601,301838,2,21,4,FOO456
BA,4321500,969123,0,5,2,CABL951
RN,3511502,52660,0,21,2,FOO456
PA,4321500,264788,0,18,2,XPTO123
SP,3511501,986942,1,21,1,MEL789
MG,3321000,801662,0,5,1,FOO456
PB,3313901,374969,0,16,4,XPTO123
SC,3511500,728800,0,16,1,XPTO123
MS,4669901,887970,0,14,3,XPTO123
PA,4754703,573470,1,10,4,MEL789
SC,4322302,348343,4,17,4,CABL951
SP,3511501,138505,3,7,3,XPTO123
MG,4221902,979415,1,9,3,JJF753
DF,4321500,132465,0,21,4,FOO456
RO,4669901,44066,0,10,2,MEL789
PA,2731700,858649,0,17,4,FOO456
PA,4669999,800055,0,21,3,FOO456
AL,2821602,334991,4,7,1,XPTO123
ES,3511501,140533,0,6,3,MEL789
PB,4669901,542879,0,21,1,FOO456
MG,3511502,519885,0,14,4,JJF753
CE,3511501,105823,4,6,1,MEL789
AP,2821601,253580,0,7,2,XPTO123
RS,4321500,542717,2,16,4,MEL789
TO,3329599,26199,0,17,2,XPTO123
MT,4742300,199995,4,13,2,JJF753
AC,4669999,883756,0,11,1,CABL951
SE,4221903,173382,0,14,1,XPTO123
PB,4321500,614815,0,13,2,FOO456
RR,4321500,882078,0,14,2,FOO456
ES,3511501,61439,2,18,1,XPTO123
PA,3313901,158512,3,1,4,MEL789
AC,4669901,74874,1,17,3,MEL789
GO,4669999,978255,4,12,4,JJF753
AP,3511500,821996,1,16,4,JJF753
AL,3321000,429965,0,17,3,XPTO123
PB,7112000,231942,4,19,1,MEL789
RO,4321500,124897,0,8,4,FOO456
PR,4669901,595845,0,9,1,JJF753
DF,4673700,456796,0,19,1,MEL789
RJ,4742300,952486,3,10,1,XPTO123
BA,7112000,911961,0,2,3,MEL789
MT,4321500,455690,1,10,4,FOO456
SE,4322303,594467,0,9,4,MEL789
GO,3313901,95576,0,2,2,JJF753
PR,4321500,582594,0,15,3,MEL789
MA,7112000,333103,4,14,3,MEL789
RN,4322302,129855,3,17,3,MEL789
TO,4321500,14495,0,10,2,MEL789
AC,4669901,105720,0,20,4,MEL789
RN,4322302,391781,0,18,4,MEL789
RN,4669901,984343,0,6,4,JJF753
MT,3321000,15172,2,12,4,JJF753
PB,4673700,979535,1,3,4,XPTO123
RN,4322302,51026,0,16,4,CABL951
PE,4221903,202969,3,15,2,MEL789
SE,4221902,316876,0,12,3,JJF753
SE,4669999,730189,2,4,4,FOO456
SE,4673700,966206,0,3,1,MEL789
SC,3321000,510327,4,10,3,FOO456
RO,4321500,961087,2,10,3,XPTO123
DF,3511501,806763,0,8,1,CABL951
SC,2821601,632329,4,15,2,MEL789
SC,2731700,524527,0,7,1,MEL789
AP,4322302,402736,0,3,4,XPTO123
SP,7112000,854220,0,6,3,JJF753
RN,2821601,574154,0,11,4,XPTO123
MA,4322301,348584,4,4,3,MEL789
TO,4321500,138647,0,7,2,XPTO123
CE,4673700,747850,0,21,4,MEL789
SP,4221902,30372,0,21,2,JJF753
AL,7112000,871740,0,14,2,FOO456
PI,7112000,927750,2,9,4,CABL951
AP,3313901,779440,0,5,3,XPTO123
PR,2821601,84409,0,10,3,JJF753
RS,3511502,258917,0,4,1,CABL951
SC,4321500,335594,0,15,1,CABL951
RR,4673700,439240,0,13,3,JJF753
DF,3511502,563033,1,7,3,FOO456
RS,4321500,668895,1,14,4,MEL789
RN,2821601,259742,0,17,2,JJF753
CE,4669901,735853,2,20,2,CABL951
MS,4669999,31809,0,1,1,JJF753
PI,2731700,878518,4,10,1,JJF753
PA,4754703,215058,0,9,1,CABL951
RN,4669999,101924,0,2,3,JJF753
RJ,2731700,945338,0,17,3,XPTO123
AM,4742300,552275,4,5,2,JJF753
CE,4322302,669171,0,15,2,XPTO123
RN,3329599,121132,0,14,3,XPTO123
AL,4322303,875837,2,21,2,MEL789
AC,4321500,173829,2,12,3,MEL789
ES,4673700,860404,1,11,2,XPTO123
PA,3321000,206602,0,15,3,MEL789
MS,4673700,417883,0,5,2,MEL789
TO,4221902,490554,0,9,4,MEL789
TO,4669901,473575,0,9,1,MEL789
MG,2821601,804273,4,8,1,XPTO123
SE,4669999,455630,0,4,4,XPTO123
SC,4322303,843088,0,16,1,MEL789
AP,4321500,925537,0,14,2,XPTO123
MT,4669999,967029,0,8,3,CABL951
SC,3511501,53082,0,6,2,FOO456
MG,3511500,93360,0,19,2,XPTO123
TO,2821602,108294,0,9,4,MEL789
PR,3511501,119399,0,21,1,XPTO123
PB,4321500,699712,0,2,2,CABL951
PI,4322301,82921,0,1,1,CABL951
PB,3511501,937691,0,21,3,JJF753
PE,3511501,749123,3,4,2,XPTO123
AP,4221902,186215,1,11,1,XPTO123
PR,4669999,304324,0,13,1,JJF753
RO,3511500,420765,0,20,3,XPTO123
PR,4754703,761925,0,10,4,CABL951
RR,3511502,448625,0,9,3,JJF753
RR,4321500,715844,0,10,2,XPTO123
DF,4669999,937932,2,1,3,XPTO123
MG,4321500,198281,4,3,2,XPTO123
RR,4221903,122310,0,15,2,JJF753
AP,4754703,138920,1,20,3,CABL951
DF,2821601,787617,0,19,1,MEL789
GO,2731700,247566,1,15,4,MEL789
PI,4221902,586296,0,4,1,FOO456
RN,2821601,676676,0,13,4,JJF753
RS,4669999,617426,0,5,3,FOO456
MG,2821601,768808,4,21,1,FOO456
MA,3511502,29258,3,21,1,FOO456
PR,2821602,707159,0,8,3,JJF753
DF,4321500,657246,0,9,4,FOO456
MA,4669999,991823,3,18,1,JJF753
PR,4321500,177212,0,18,1,FOO456
RJ,4754703,613937,4,4,1,XPTO123
RS,4322302,808609,3,11,3,MEL789
PI,3511502,378867,0,8,2,JJF753
RN,4742300,666084,0,2,3,CABL951
PE,4669999,852573,1,20,3,CABL951
RJ,3329599,45954,0,7,2,JJF753
MA,4669901,952873,4,19,3,CABL951
DF,7112000,581165,1,5,3,JJF753
SC,7112000,764072,3,2,1,JJF753
RS,4221902,729398,0,20,4,FOO456
SC,3511502,712705,4,21,3,CABL951
PI,4322303,22196,0,6,3,JJF753
RJ,4322303,381679,2,5,2,JJF753
RR,2821601,769377,0,19,1,JJF753
AC,3321000,525509,0,11,2,JJF753
SP,3511500,283263,0,5,2,MEL789
MT,3329599,455424,4,19,4,JJF753
PB,3511500,434646,0,4,1,CABL951
AL,3511502,435169,0,4,2,MEL789
TO,3321000,290996,0,17,3,XPTO123
PI,4669901,594014,0,19,1,CABL951
TO,3511502,495000,0,4,4,MEL789
MG,3511502,735816,0,21,4,FOO456
RR,4321500,149473,0,13,4,CABL951
PA,4322302,697677,2,13,2,CABL951
SC,2821602,776084,0,8,4,FOO456
BA,3511500,865895,0,15,1,CABL951
AP,4322301,34207,0,2,2,CABL951
TO,2821602,797591,0,10,2,XPTO123
MS,2731700,938737,3,1,1,JJF753
AL,4322302,43763,2,5,1,XPTO123
SE,7112000,144997,1,15,2,MEL789
MA,4321500,920256,0,5,4,FOO456
CE,3329599,725335,4,18,1,MEL789
RN,4321500,413069,0,19,3,FOO456
PA,4322301,146225,0,18,3,MEL789
PI,2821601,687673,0,5,3,MEL789
CE,4221902,818243,0,21,3,XPTO123
MG,4669901,925919,0,2,4,MEL789
RN,4322301,136502,1,21,1,FOO456
RO,4322303,845050,0,5,2,JJF753
AL,4673700,396386,0,18,4,JJF753
MA,4669901,524285,0,10,1,CABL951
CE,4221902,328550,1,19,4,XPTO123
AP,3329599,811115,4,17,2,JJF753
MT,4669999,508237,0,16,1,JJF753
SE,4669901,507851,0,19,1,JJF753
DF,2731700,111342,1,13,1,XPTO123
MT,4321500,930176,0,2,4,MEL789
DF,3321000,478800,0,4,2,XPTO123
PA,7112000,533997,0,3,2,CABL951
AL,4669999,215454,0,5,2,FOO456
AC,2821601,764633,3,8,2,XPTO123
PA,2821602,11756,0,5,4,XPTO123
PR,4669901,89182,1,5,1,JJF753
GO,3329599,814275,3,2,1,FOO456
PB,4321500,503936,4,12,3,FOO456
GO,4669999,385087,4,15,2,MEL789
MG,3511502,715862,0,9,3,MEL789
CE,3329599,626223,2,10,2,JJF753
RR,3511502,272671,4,2,2,JJF753
AP,4322303,919004,3,1,2,MEL789
MA,4742300,672590,3,1,1,XPTO123
RN,4754703,109127,0,2,4,CABL951
SE,4754703,289531,0,4,4,FOO456
SP,4754703,973613,0,15,1,XPTO123
PI,4669999,122766,0,21,3,XPTO123
RS,4673700,606243,2,3,1,MEL789
PB,4742300,485065,3,3,2,XPTO123
AM,3511500,232760,0,15,3,FOO456
PR,3511500,852217,0,8,1,MEL789
CE,4221903,183266,0,1,2,FOO456
RS,3511501,734294,0,1,3,JJF753
PR,3511500,168656,0,9,3,XPTO123
MT,3321000,172382,0,1,3,XPTO123
MA,3511501,425138,0,4,2,CABL951
AL,3511500,869520,0,11,3,JJF753
DF,7112000,454172,0,17,4,JJF753
MG,3321000,824171,3,5,1,XPTO123
CE,3321000,760831,0,18,3,XPTO123
GO,4673700,220322,1,1,2,XPTO123
PA,4669999,189144,0,9,2,JJF753
MG,4669901,727013,0,3,2,CABL951
SC,4673700,45871,0,21,3,MEL789
AP,2821602,299663,0,21,4,MEL789
PI,3511501,166795,0,4,2,XPTO123
PA,3511500,631714,0,7,4,CABL951
SE,2821601,348766,4,5,4,JJF753
PB,3313901,740137,0,14,4,CABL951
RO,4221903,751519,0,6,3,CABL951
RS,2731700,406484,0,10,4,XPTO123
DF,4669901,113693,2,8,4,XPTO123
SC,4742300,676073,2,13,1,CABL951
PI,4322302,935439,0,11,3,JJF753
SC,4322301,18737,1,10,1,FOO456
TO,4321500,609199,0,15,4,FOO456
MG,3321000,926388,0,1,3,JJF753
DF,4322301,849073,3,19,4,FOO456
MT,4322301,964955,4,6,1,MEL789
GO,4221903,644204,4,17,2,MEL789
RR,4322302,833560,1,8,4,JJF753
MG,2821602,181279,0,20,3,FOO456
RS,7112000,837316,0,14,4,CABL951
AP,3313901,675877,2,4,3,CABL951
TO,4321500,888498,2,21,1,CABL951
MA,4673700,930846,3,2,3,MEL789
SC,4221903,797891,2,2,2,CABL951
TO,4322303,707814,0,21,4,MEL789
MA,3511500,875856,0,11,3,JJF753
RN,3511501,389441,2,6,3,XPTO123
PE,4221903,469952,0,3,4,CABL951
PB,3511501,569662,0,8,3,JJF753
PE,2731700,56527,0,12,3,MEL789
AL,4673700,688799,0,5,3,XPTO123
AL,4669901,967137,2,14,2,MEL789
AC,4322301,768066,0,5,4,XPTO123
SE,4221903,256788,0,2,2,JJF753
DF,3329599,51328,0,19,3,FOO456
RO,4221902,507101,0,12,3,XPTO123
PE,4669999,85731,0,1,4,FOO456
DF,7112000,504249,0,7,1,MEL789
RO,3329599,473954,1,16,4,FOO456
AL,3511501,528714,0,19,3,MEL789
DF,4221902,778803,0,16,1,XPTO123
PE,4321500,448089,4,17,3,XPTO123
PA,4321500,558227,0,4,4,MEL789
PR,4673700,376785,1,13,2,JJF753
AM,4742300,761729,0,17,3,FOO456
MG,2821602,165491,3,19,2,MEL789
MS,3321000,834575,3,16,1,CABL951
AC,3511502,886581,3,20,2,XPTO123
RO,4221902,129637,0,2,3,JJF753
BA,4322302,297502,2,18,1,MEL789
PB,4221902,537346,0,16,3,CABL951
ES,3511501,830431,0,11,2,MEL789
GO,2821601,581849,3,4,2,MEL789
RJ,4669901,300626,4,19,2,JJF753
RJ,3321000,691094,0,12,3,JJF753
PA,4754703,808610,0,18,1,CABL951
PR,4221902,348264,0,4,2,CABL951
PB,4221902,112104,0,15,3,CABL951
MG,3511501,297518,3,16,3,FOO456
SC,4321500,76506,1,16,1,MEL789
RJ,4221902,294272,3,5,4,XPTO123
TO,4322303,141704,0,2,3,XPTO123
RR,4754703,26815,0,5,4,JJF753
TO,3511501,184109,0,8,1,FOO456
PR,4321500,55378,3,19,1,MEL789
PB,2731700,822559,3,13,4,FOO456
RO,3321000,93447,0,5,1,FOO456
PE,4754703,223706,0,17,1,CABL951
PI,7112000,220113,0,3,1,MEL789
AC,3511502,150176,0,6,3,FOO456
MG,3511501,791182,3,13,2,FOO456
MA,4754703,551527,0,12,4,FOO456
BA,4669901,533403,0,14,2,CABL951
MT,4669999,536331,2,1,3,JJF753
DF,4321500,335700,0,16,3,XPTO123
RO,2821601,246979,0,21,2,JJF753
PE,4673700,979272,2,2,1,JJF753
AM,2731700,712063,0,4,2,CABL951
CE,4669901,795733,0,3,3,MEL789
ES,3321000,346731,0,15,4,MEL789
AL,2731700,42899,3,3,3,JJF753
RS,2821602,784916,1,15,2,XPTO123
RO,2821601,266357,3,9,1,JJF753
AP,2731700,799362,0,9,1,FOO456
RS,4754703,668618,0,11,1,MEL789
RS,2731700,840229,1,11,4,JJF753
CE,3329599,809334,1,13,2,XPTO123
AC,4221903,53036,0,20,4,CABL951
PB,2821601,623923,3,19,3,MEL789
MS,4321500,454983,4,2,2,MEL789
PA,4669999,547247,1,20,3,CABL951
PB,4673700,540937,0,8,3,XPTO123
GO,7112000,948024,4,15,4,MEL789
AM,3511502,86050,0,6,3,JJF753
RR,4321500,50025,4,4,1,FOO456
PA,4322302,338494,0,5,2,CABL951
MS,4321500,299830,0,1,3,CABL951
AP,4754703,200708,0,13,2,MEL789
RN,3313901,513427,0,1,1,CABL951
MA,4669901,141725,0,14,1,CABL951
TO,4669999,759830,4,17,3,FOO456
DF,4321500,514342,0,6,4,FOO456
RN,4221903,362459,3,12,4,FOO456
AC,3511502,252282,0,6,1,XPTO123
DF,4754703,607297,2,13,1,MEL789
PE,4754703,949744,0,3,2,JJF753
RN,4669999,415593,0,5,3,FOO456
PB,4322301,989931,0,18,1,XPTO123
TO,3511501,627985,0,10,4,CABL951
MS,4742300,288980,0,19,2,JJF753
RO,4321500,736279,0,15,1,JJF753
RJ,4742300,600672,0,10,4,MEL789
MA,3313901,982339,0,7,2,CABL951
BA,3329599,571394,3,19,4,FOO456
MG,4322301,236349,1,21,2,CABL951
CE,3329599,967954,0,19,3,FOO456
MT,4321500,510354,2,15,3,CABL951
SC,4742300,288073,4,2,3,XPTO123
PE,3511501,14861,3,17,2,MEL789
MA,4321500,361452,0,7,1,FOO456
ES,4669999,799989,3,5,4,JJF753
SP,4322303,230895,0,13,2,MEL789
GO,7112000,198523,0,8,2,XPTO123
MT,4742300,832158,4,17,2,MEL789
RR,3329599,996527,1,16,1,CABL951
PA,2731700,651288,0,21,1,CABL951
RS,4322301,570079,2,20,1,XPTO123
TO,3511501,18420,0,12,2,MEL789
PI,3321000,879304,0,10,2,FOO456
MT,4754703,100233,0,21,3,MEL789
ES,4321500,656770,0,20,3,FOO456
RR,4221902,583570,0,11,2,MEL789
DF,2821602,554327,0,12,4,XPTO123
AC,2821601,676470,0,10,1,XPTO123
MA,2731700,622624,3,1,4,JJF753
RN,4221902,327181,0,20,4,MEL789
SC,4669901,252234,1,3,4,XPTO123
RN,4322302,281398,2,7,1,CABL951
DF,4754703,634765,0,3,1,CABL951
BA,2731700,79902,1,8,4,MEL789
ES,4221903,251052,1,9,2,FOO456
PE,4673700,248602,0,2,1,CABL951
RS,4221903,733956,4,2,1,XPTO123
RO,4321500,602805,0,20,3,FOO456
RS,3329599,272841,0,16,2,FOO456
BA,4322301,780327,1,15,1,XPTO123
PR,4673700,957208,0,10,1,JJF753
TO,3511500,797246,3,4,2,JJF753
PA,3511501,531307,3,11,2,XPTO123
AL,3511502,196445,0,3,1,CABL951
AP,4221903,378590,0,3,1,MEL789
AL,2821601,526803,0,9,3,XPTO123
RS,2821602,309947,0,13,1,JJF753
PR,3511502,969354,3,8,2,XPTO123
PR,7112000,185302,2,1,2,CABL951
DF,4221903,101743,0,4,1,XPTO123
SC,4321500,174486,3,21,3,FOO456
AL,3511500,757052,2,11,4,CABL951
AP,4322302,39564,0,15,1,CABL951
TO,4221902,38466,1,18,1,XPTO123
RO,4754703,343497,4,19,2,FOO456
MT,3511500,467137,0,13,4,MEL789
ES,3321000,450117,0,11,1,FOO456
ES,4322303,540062,0,21,1,CABL951
RS,3511502,430452,1,3,4,XPTO123
RR,4669999,563036,0,5,2,XPTO123
AP,4322301,775349,0,21,2,JJF753
RR,3511500,393852,0,15,1,XPTO123
RJ,3313901,241372,0,16,2,XPTO123
PA,4221903,680472,2,14,2,CABL951
MS,2731700,105739,3,6,3,CABL951
PE,3511501,754721,2,4,3,FOO456
ES,4673700,727826,0,1,1,MEL789
SP,4673700,168410,1,2,4,XPTO123
CE,2731700,707490,1,12,3,XPTO123
TO,4322303,499527,2,11,4,XPTO123
PA,4754703,489691,0,21,3,CABL951
RO,3511501,216859,3,5,3,FOO456
SE,2821601,863330,0,16,4,FOO456
PA,2821601,557673,0,15,4,MEL789
MS,7112000,696631,2,16,3,CABL951
TO,4321500,628485,1,2,3,JJF753
PE,4673700,35486,0,12,1,JJF753
AM,3511500,920709,0,20,4,XPTO123
AM,3313901,733010,0,5,1,JJF753
SE,3313901,899880,0,11,3,MEL789
RS,7112000,337596,1,20,2,JJF753
RR,4321500,385912,0,19,3,CABL951
RJ,4673700,389143,0,18,2,XPTO123
RJ,4322301,464763,0,8,2,MEL789
AL,3511500,400307,0,14,1,JJF753
AL,4754703,736019,0,17,1,CABL951
SC,4322301,515863,0,9,4,CABL951
BA,4322301,184590,0,20,4,MEL789
GO,3329599,633999,1,19,2,JJF753
ES,3321000,807294,0,5,1,XPTO123
PA,4673700,422897,0,1,3,XPTO123
AP,4673700,22062,1,4,4,MEL789
PB,4221903,990019,0,14,2,JJF753
RJ,3511502,469700,0,20,2,XPTO123
PB,4321500,927584,0,14,3,MEL789
AL,4322303,227226,0,17,2,XPTO123
SC,4673700,611376,0,14,2,MEL789
RS,2821602,317385,0,1,2,MEL789
AC,2821601,23386,2,7,3,CABL951
RO,4742300,656730,0,3,1,JJF753
RN,4321500,599278,0,18,1,FOO456
PA,3511500,597926,3,8,1,CABL951
AL,3329599,283491,0,15,3,CABL951
AM,2731700,232779,1,19,4,CABL951
MT,2731700,786304,0,18,2,MEL789
MS,4754703,228001,0,2,2,XPTO123
MT,3511501,277326,0,6,1,MEL789
ES,3511502,274219,1,7,3,FOO456
GO,4322301,498511,0,17,4,FOO456
PR,4221902,497560,4,9,4,FOO456
AP,3329599,858318,0,11,2,FOO456
AC,3321000,184494,0,16,4,XPTO123
SE,3321000,465509,1,10,1,XPTO123
GO,3511501,608117,0,18,2,MEL789
AL,7112000,438504,0,1,4,MEL789
ES,7112000,507923,0,15,1,XPTO123
SP,3511501,962398,1,13,2,FOO456
GO,4754703,415789,0,3,4,JJF753
AL,3313901,659087,1,1,2,XPTO123
MS,2821601,499765,0,13,1,CABL951
BA,3329599,540926,0,3,4,JJF753
BA,3511502,619011,0,12,2,JJF753
AP,4322302,714935,0,15,4,JJF753
TO,3511500,835188,2,3,1,JJF753
MT,4322301,264321,0,14,3,JJF753
CE,4322301,588419,0,13,1,JJF753
PE,2821601,872450,0,15,2,JJF753
RN,4321500,276396,3,5,2,XPTO123
ES,7112000,487827,0,13,4,XPTO123
MT,2821601,577022,0,20,2,XPTO123
SC,3511500,56167,0,4,3,FOO456
TO,3511501,647656,0,4,4,XPTO123
GO,4742300,14372,1,4,3,FOO456
MA,3321000,125601,0,7,3,MEL789
RJ,4221903,792225,0,5,3,XPTO123
AL,7112000,359333,3,6,3,FOO456
RS,3329599,929685,0,5,2,MEL789
MG,2821602,533940,0,10,3,XPTO123
PE,3321000,248663,0,5,4,FOO456
PA,3313901,536139,0,12,2,JJF753
SE,4221902,75146,0,17,2,CABL951
RS,4221903,309418,3,19,4,MEL789
RS,3511500,83677,0,5,4,XPTO123
PB,3511500,745221,4,5,3,FOO456
AM,3511501,243358,0,12,3,FOO456
MG,3511501,273576,1,20,2,MEL789
ES,4322302,66658,0,11,2,FOO456
MA,4754703,721224,2,14,1,FOO456
TO,3313901,299414,0,8,4,FOO456
TO,3329599,866026,3,15,4,JJF753
AC,2821602,918409,0,5,4,MEL789
DF,3329599,441406,0,1,4,CABL951
RR,7112000,895554,0,9,3,CABL951
SC,4322303,368606,1,5,2,XPTO123
PR,4221902,42540,0,7,4,JJF753
CE,4322302,733611,4,16,1,JJF753
RS,3313901,732188,0,18,2,XPTO123
MT,2731700,897678,1,17,4,XPTO123
RS,4321500,40212,3,20,1,CABL951
AM,3511501,766986,0,21,3,FOO456
MT,2821602,964039,4,3,4,XPTO123
SC,3511500,118205,0,21,4,JJF753
MT,4322303,485042,0,18,1,XPTO123
TO,4669901,687533,3,20,4,MEL789
SC,4321500,987294,0,17,4,CABL951
MS,4673700,620137,0,18,4,CABL951
RO,4321500,443172,1,4,2,JJF753
MA,2821601,412074,0,4,3,JJF753
GO,4669901,912619,1,7,4,MEL789
MA,2821602,904610,0,3,4,XPTO123
BA,4322301,984661,4,15,2,JJF753
SP,4673700,362687,4,8,1,MEL789
PE,2731700,237641,0,9,3,CABL951
RR,3321000,457847,0,13,3,FOO456
AP,3321000,160745,1,9,2,MEL789
MA,4322303,353047,1,3,1,MEL789
AC,3313901,248010,0,8,2,CABL951
PI,3511501,636036,4,7,3,JJF753
PE,7112000,125127,2,1,2,CABL951
PA,3511502,468574,1,10,3,CABL951
GO,2821601,452217,0,14,3,XPTO123
AC,2821602,784550,0,13,2,XPTO123
MS,4221902,789711,0,21,3,CABL951
PA,4322302,934200,0,12,3,XPTO123
SC,2821601,596813,0,9,2,MEL789
PI,3329599,14865,0,8,3,XPTO123
MG,3511501,245272,3,12,4,JJF753
AL,4321500,988673,3,2,3,JJF753
SE,3329599,939929,2,16,4,MEL789
RR,4322303,626589,4,3,3,FOO456
GO,3321000,633942,4,15,2,MEL789
AM,4322301,495753,4,2,1,XPTO123
RR,3511502,840596,0,18,4,FOO456
AC,2731700,930559,0,5,4,JJF753
AP,3313901,128313,4,13,3,MEL789
PA,4321500,991933,1,9,4,CABL951
SP,4669999,704718,4,14,1,JJF753
AC,4742300,501151,0,8,4,JJF753
RS,4322302,790521,1,10,3,FOO456
RJ,3511500,926485,1,8,1,JJF753
CE,2821602,895814,0,21,4,JJF753
RO,3321000,72031,0,2,4,MEL789
ES,4221902,697204,4,13,2,JJF753
ES,4322301,186220,0,5,2,FOO456
GO,4221903,797115,0,18,4,MEL789
PI,4321500,829814,0,5,2,XPTO123
CE,3511500,804241,0,5,1,MEL789
MG,2731700,838298,2,14,1,CABL951
AC,3511502,882605,1,10,3,CABL951
SP,4321500,96429,3,5,3,MEL789
PI,4321500,902683,0,9,3,XPTO123
RO,3511501,223058,0,16,4,FOO456
AL,3329599,942297,2,12,4,FOO456
AL,3511500,350600,0,17,1,JJF753
SP,3511500,504885,1,21,1,MEL789
PR,3511501,260433,0,13,3,CABL951
GO,4669901,84677,0,11,3,CABL951
CE,3511501,861706,4,15,1,XPTO123
PE,2731700,94948,0,3,4,MEL789
TO,4322303,335705,0,1,4,MEL789
RR,3313901,57842,0,19,3,CABL951
CE,4322301,934201,2,7,3,MEL789
RJ,3313901,437442,0,10,1,FOO456
PR,3329599,634106,3,3,4,FOO456
AM,2821601,67695,0,9,1,MEL789
CE,7112000,808242,0,19,4,MEL789
ES,4221902,238848,0,5,4,CABL951
AM,2731700,827012,4,6,4,CABL951
RR,3511501,683582,0,21,1,MEL789
GO,3511500,976543,0,1,3,XPTO123
MA,3511501,646325,0,4,3,JJF753
RJ,4221903,901533,0,20,2,CABL951
SE,4322301,358927,0,16,4,JJF753
MG,4322301,297178,2,18,2,JJF753
SC,3511501,941313,3,18,3,MEL789
TO,3511501,140808,0,21,2,FOO456
BA,3329599,480927,0,11,2,FOO456
PA,4322302,25275,0,18,1,MEL789
SP,3321000,863643,0,10,1,FOO456
MS,4742300,248786,0,6,3,CABL951
PA,4673700,452543,0,11,4,XPTO123
PI,4321500,605461,0,17,3,MEL789
RR,4221903,105340,4,9,4,FOO456
RS,4322302,721464,1,21,1,FOO456
AC,4322302,882504,0,7,4,XPTO123
PA,2821602,83330,4,9,1,MEL789
RJ,3511500,651609,0,21,1,MEL789
CE,3313901,544440,1,12,2,MEL789
ES,2821601,208036,0,18,1,CABL951
PE,4669901,362193,3,5,3,CABL951
DF,4742300,474005,0,2,4,XPTO123
CE,3321000,93680,3,21,4,XPTO123
DF,2731700,819997,3,6,1,XPTO123
PR,3511501,717140,1,7,2,FOO456
RO,3511501,17729,0,1,3,FOO456
DF,3511502,837171,1,12,3,MEL789
RN,4754703,479887,0,7,2,CABL951
PB,4321500,859811,0,20,4,FOO456
SC,4742300,855961,3,9,2,MEL789
RR,4742300,256441,0,21,3,JJF753
PB,4321500,398942,0,19,3,JJF753
PR,4221903,546362,0,12,2,FOO456
PR,4673700,208104,0,4,2,JJF753
SP,4669999,600235,2,11,4,FOO456
AP,3313901,654715,0,15,2,MEL789
SE,3511502,298321,0,13,1,FOO456
PI,2821602,947504,0,5,2,XPTO123
PE,4669901,803928,0,16,4,MEL789
MA,2821601,302551,2,20,4,FOO456
PB,3329599,352449,2,19,2,XPTO123
AL,3511501,722910,0,2,3,CABL951
AL,4669901,629647,0,8,3,JJF753
AL,2821602,250801,0,3,4,FOO456
BA,4669999,50190,0,18,1,CABL951
AL,3321000,511785,2,4,3,XPTO123
BA,3511502,638181,0,20,4,XPTO123
AM,4221902,136187,1,7,3,MEL789
MG,4321500,970716,0,16,3,JJF753
PR,4221903,846424,0,5,4,FOO456
ES,3511500,53132,0,12,3,JJF753
AM,3511501,569945,3,4,3,XPTO123
MA,4669901,478632,0,6,1,CABL951
TO,3511501,337504,0,14,2,JJF753
RJ,4669999,513979,0,4,4,MEL789
RN,4322301,268285,0,6,1,JJF753
RS,2821601,666289,0,3,3,MEL789
RN,3511502,853675,2,1,3,MEL789
RO,3511500,299821,1,8,3,XPTO123
DF,3511502,362691,0,7,4,CABL951
PA,3313901,672862,0,2,3,FOO456
GO,4742300,91704,0,7,2,MEL789
CE,3511501,645763,2,5,4,FOO456
PA,4321500,148089,1,17,4,CABL951
PI,3511500,762915,1,13,3,JJF753
SC,4322303,651513,0,20,2,XPTO123
SC,3313901,451426,3,4,3,XPTO123
RJ,4322302,484940,4,2,4,XPTO123
PA,4754703,740127,0,13,3,CABL951
AL,4322302,417365,0,5,2,MEL789
DF,2821601,970496,0,15,2,XPTO123
RN,3321000,275956,2,17,4,FOO456
BA,3321000,871239,0,17,1,CABL951
MT,4321500,172643,1,19,4,FOO456
AP,4322303,907348,0,20,2,CABL951
PA,3511500,635734,0,10,1,FOO456
MT,7112000,112517,3,7,2,MEL789
SP,3329599,812596,2,13,1,JJF753
SC,7112000,299150,3,19,3,FOO456
RJ,4221902,750289,0,9,3,MEL789
DF,7112000,988122,3,11,4,CABL951
PB,4321500,309033,1,1,1,MEL789
SP,4221902,719809,0,10,4,FOO456
MA,4322303,446437,0,8,3,MEL789
RR,3329599,144305,0,12,2,FOO456
PR,3511501,759318,0,6,4,MEL789
AM,4322302,470102,0,7,4,FOO456
CE,3511500,621709,0,17,2,CABL951
SP,3511502,744269,0,21,2,JJF753
PB,4669999,770352,0,9,1,MEL789
MS,4742300,674985,0,11,3,JJF753
MT,4669999,432837,0,11,3,XPTO123
